"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","","4","0","AdaHolder","0"
"0","","0","","7","0","Drep","0"
"0","","0","","3","0","Misc","0"
"0","","0","","3","0","Proposal","0"
