"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","9. Outcomes","2","","11","0","","0"
"0","6. Miscellaneous","2","","11","0","6A. Should be accessible from mobile","0"
