"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5470","6C. Navigation within the dApp","mobile","Mon Dec 23 06:34:20 GMT 2024","passed","Mon Dec 23 06:34:25 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"Ada spendable features are not available on mainnet.","981","2V. Should show delegated voting power to No confidence","delegation","Mon Dec 23 06:44:58 GMT 2024","skipped","Mon Dec 23 06:44:59 GMT 2024","No confidence delegation","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"Ada spendable features are not available on mainnet.","162","Refund faucet","cleanup faucet","Mon Dec 23 06:45:04 GMT 2024","skipped","Mon Dec 23 06:45:05 GMT 2024","","faucet.teardown.ts","",""
"","6411","6M. Should navigate between footer links","independent (desktop)","Mon Dec 23 06:31:20 GMT 2024","passed","Mon Dec 23 06:31:26 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"This Features will be available only after hardfork.","2100","7E_2. Should accept valid data in treasury proposal form","loggedin (desktop)","Mon Dec 23 06:40:19 GMT 2024","skipped","Mon Dec 23 06:40:21 GMT 2024","Proposal created logged state > Accept valid data","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","10074","4L. Should search governance actions","loggedin (desktop)","Mon Dec 23 06:39:00 GMT 2024","passed","Mon Dec 23 06:39:10 GMT 2024","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","6904","2M. Should access dRep directory page on disconnected state","independent (desktop)","Mon Dec 23 06:29:51 GMT 2024","passed","Mon Dec 23 06:29:58 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","95080","8E. Should share proposed governance action","mobile","Mon Dec 23 06:35:37 GMT 2024","broken","Mon Dec 23 06:37:12 GMT 2024","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","12134","6J. Should add a username.","loggedin (desktop)","Mon Dec 23 06:39:54 GMT 2024","passed","Mon Dec 23 06:40:06 GMT 2024","Temporary user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","26842","8B_1. Should filter the list of proposed governance actions.","mobile","Mon Dec 23 06:34:59 GMT 2024","passed","Mon Dec 23 06:35:25 GMT 2024","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","4153","8I. Should disable poll voting functionality.","independent (desktop)","Mon Dec 23 06:32:30 GMT 2024","passed","Mon Dec 23 06:32:35 GMT 2024","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"Ada spendable features are not available on mainnet.","932","2S. Should retire as a Direct Voter on delegating to another DRep","delegation","Mon Dec 23 06:44:56 GMT 2024","skipped","Mon Dec 23 06:44:57 GMT 2024","Register DRep state","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"Ada spendable features are not available on mainnet.","917","5E. Should re-vote with new data on a already voted governance action","dRep","Mon Dec 23 06:44:49 GMT 2024","skipped","Mon Dec 23 06:44:50 GMT 2024","Perform voting","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","5914","6P. Should verify feature form","independent (desktop)","Mon Dec 23 06:31:32 GMT 2024","passed","Mon Dec 23 06:31:38 GMT 2024","User Snap","6-miscellaneous/miscellaneous.spec.ts","",""
"","12037","7D_1. Verify info proposal form","loggedin (desktop)","Mon Dec 23 06:41:12 GMT 2024","passed","Mon Dec 23 06:41:24 GMT 2024","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
