"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","test_list_drep","test_cases","Tue Jan 28 07:48:51 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","87","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]","test_cases","Tue Jan 28 07:48:51 GMT 2025","passed","Tue Jan 28 07:48:51 GMT 2025","","test_ada_holder","",""
"","92","test_drep_get_info[registered_drep0]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","302","test_list_proposal","test_cases","Tue Jan 28 07:48:53 GMT 2025","passed","Tue Jan 28 07:48:53 GMT 2025","","test_proposal","",""
"","86","test_drep_getVotes[registered_drep0]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","91","test_check_voting_power[ada_holder_delegate_to_drep0]","test_cases","Tue Jan 28 07:48:51 GMT 2025","passed","Tue Jan 28 07:48:51 GMT 2025","","test_ada_holder","",""
"","87","test_check_voting_power[ada_holder_delegate_to_drep1]","test_cases","Tue Jan 28 07:48:51 GMT 2025","passed","Tue Jan 28 07:48:51 GMT 2025","","test_ada_holder","",""
"","464","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]","test_cases","Tue Jan 28 07:48:51 GMT 2025","passed","Tue Jan 28 07:48:51 GMT 2025","","test_ada_holder","",""
"","91","test_drep_get_info[registered_drep1]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","93","test_get_network_metrics","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:53 GMT 2025","","test_misc","",""
"","537","test_epoch_boundary","test_cases","Tue Jan 28 07:48:54 GMT 2025","passed","Tue Jan 28 07:48:54 GMT 2025","","test_proposal","",""
"","85","test_drep_voting_power[registered_drep0]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","679","test_get_proposal","test_cases","Tue Jan 28 07:48:53 GMT 2025","passed","Tue Jan 28 07:48:54 GMT 2025","","test_proposal","",""
"","337","test_get_epoch_param","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_misc","",""
"","85","test_get_transaction_status","test_cases","Tue Jan 28 07:48:53 GMT 2025","passed","Tue Jan 28 07:48:53 GMT 2025","","test_misc","",""
"","87","test_drep_getVotes[registered_drep1]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
"","85","test_drep_voting_power[registered_drep1]","test_cases","Tue Jan 28 07:48:52 GMT 2025","passed","Tue Jan 28 07:48:52 GMT 2025","","test_drep","",""
